	Date	Open	High	Low	Close	Volume	ROC	MA	UpperBand	LowerBand	RSI
0	2017-07-01 07:00:00	5e-05	5.48e-05	1e-05	3.654e-05	61059068.0					
1	2017-08-01 07:00:00	3.651e-05	0.0007197	3.531e-05	0.00047501	331125090.0	1199.9726327312535				
2	2017-09-01 07:00:00	0.00048397	0.000585	0.00012869	0.00029572	144500403.0	-37.744468537504474				
3	2017-10-01 07:00:00	0.00029505	0.0004595	0.000188	0.00020938	86020687.0	-29.196537264980392				
4	2017-11-01 07:00:00	0.00020639	0.000304	0.00017375	0.0002	87882828.0	-4.479893017480174				
5	2017-12-01 07:00:00	0.0001998	0.00068969	0.000146	0.00062299	140108958.0	211.49499999999998				
6	2018-01-01 07:00:00	0.00062299	0.0018382	0.000529	0.0010998	187756764.52	76.53573893641952				
7	2018-02-01 07:00:00	0.0010997	0.00117	0.0008679	0.0010127	66455893.14	-7.919621749408979				
8	2018-03-01 07:00:00	0.0010127	0.0016765	0.0008325	0.0015965	122814213.69	57.64787202527894				
9	2018-04-01 07:00:00	0.0015958	0.0018886	0.0014048	0.00155	80816768.92	-2.912621359223311				
10	2018-05-01 07:00:00	0.0015501	0.002009	0.0014002	0.001898	67152017.88	22.451612903225815				
11	2018-06-01 07:00:00	0.001899	0.0026555	0.0018257	0.0022957	63642203.17	20.953635405690196				
12	2018-07-01 07:00:00	0.0022974	0.0023	0.0014286	0.0017898	38713181.27	-22.036851504987574				
13	2018-08-01 07:00:00	0.00179	0.0019999	0.001408	0.0015666	36445991.22	-12.470667113643986				
14	2018-09-01 07:00:00	0.0015649	0.0016199	0.00143	0.001512	24684289.82	-3.4852546916889993				
15	2018-10-01 07:00:00	0.0015119	0.001635	0.00145	0.00149	34832834.78	-1.4550264550264647				94.62945221842293
16	2018-11-01 07:00:00	0.00149	0.001527	0.001233	0.0012651	22509617.72	-15.093959731543627				85.19546717012933
17	2018-12-01 07:00:00	0.0012651	0.0016945	0.0012472	0.0016511	42588054.33	30.511422021974543				87.6094243244073
18	2019-01-01 07:00:00	0.0016512	0.0020498	0.0015331	0.0018139	67726492.81	9.860093271152559				88.89999816029174
19	2019-02-01 07:00:00	0.0018138	0.0028689	0.0017885	0.0026959	82211611.38	48.62451072275209	0.001253837			86.78857690715466
20	2019-03-01 07:00:00	0.0026959	0.0043824	0.0026803	0.0042699	83636019.47	58.384954931562724	0.001465505	0.0030111581794340985	-8.01481794340986e-05	80.30659669314576
21	2019-04-01 07:00:00	0.0042673	0.0048134	0.0033	0.0041415	64296339.88	-3.0070961849223643	0.0016488295	0.003586967815009101	-0.00028930881500910063	79.16752250954285
22	2019-05-01 07:00:00	0.0041414	0.0044097	0.0027645	0.0038461	93924426.98	-7.132681395629614	0.0018263485	0.004041540995792112	-0.0003888439957921118	80.42656441722254
23	2019-06-01 07:00:00	0.0038461	0.0044843	0.0025718	0.0029627	79978723.82	-22.96872156210187	0.0019640145	0.004277554989633515	-0.00034952598963351473	79.00644738734366
24	2019-07-01 07:00:00	0.0029624	0.0034484	0.0024192	0.0027536	72627385.09	-7.057751375434562	0.0020916945	0.00432394164411262	-0.00014055264411261996	74.37365952056797
25	2019-08-01 07:00:00	0.0027538	0.0028895	0.0021899	0.0021948	40477078.9	-20.29343404997096	0.002170285	0.00425542262652177	8.51473734782295e-05	76.18668528747118
26	2019-09-01 07:00:00	0.0021943	0.0022903	0.001805	0.0019112	35075133.86	-12.921450701658454	0.002210855	0.00417320818155471	0.00024850181844528934	76.21253134718384
27	2019-10-01 07:00:00	0.0019112	0.0023548	0.0018815	0.0021769	36854388.77	13.902260359983254	0.002269065	0.004172776639569286	0.0003653533604307138	77.67711365679136
28	2019-11-01 07:00:00	0.002177	0.0024778	0.0019696	0.0020833	29828903.65	-4.299692222885742	0.002293405	0.00410892004175595	0.00047788995824405095	75.65565837440586
29	2019-12-01 07:00:00	0.0020822	0.0021372	0.001801	0.0019067	25826228.53	-8.476935630970095	0.00231124	0.004101346135871337	0.0005211338641286627	75.49542312183107
30	2020-01-01 07:00:00	0.0019067	0.0020999	0.001755	0.0019538	26528534.46	2.47023653432632	0.00231403	0.004079523928204319	0.000548536071795681	74.14155680221513
31	2020-02-01 07:00:00	0.0019538	0.00262	0.001933	0.0022554	36396871.82	15.436585116183842	0.002312015	0.0040749293183944026	0.0005491006816055978	71.70477165285078
32	2020-03-01 07:00:00	0.0022571	0.0023772	0.0016666	0.0019566	57829221.47	-13.248204309656808	0.002320355	0.004083527854021379	0.0005571821459786214	69.70499656937639
33	2020-04-01 07:00:00	0.0019557	0.0023072	0.0018945	0.0019653	44953182.52	0.44464888071142905	0.00234029	0.0040950114572179406	0.0005855685427820596	71.53969551478055
34	2020-05-01 07:00:00	0.0019654	0.0020225	0.0016626	0.0018085	26395059.6	-7.978425685645963	0.002355115	0.004082412372410681	0.0006278176275893192	62.13907960504661
35	2020-06-01 07:00:00	0.0018092	0.0018455	0.0016668	0.0016849	21804134.88	-6.8343931434890814	0.0023648600000000003	0.004066978578713011	0.0006627414212869891	42.88632912682533
36	2020-07-01 07:00:00	0.0016848	0.0020797	0.0016792	0.0018219	32872272.09	8.131046352899274	0.0023927	0.004076942966595472	0.0007084570334045281	42.03075381003441
37	2020-08-01 07:00:00	0.0018219	0.0020776	0.0017814	0.0019875	33416867.69	9.089412152148867	0.00240952	0.004033951391238825	0.0007850886087611747	41.12232726538072
38	2020-09-01 07:00:00	0.0019867	0.0031636	0.001822	0.0027166	55762873.42	36.68427672955974	0.002454655	0.004055827973758531	0.0008534820262414691	44.851398481939206
39	2020-10-01 07:00:00	0.0027145	0.0027762	0.0020411	0.0020662	26268054.17	-23.941691820658185	0.0024231699999999997	0.004003024094129215	0.0008433159058707847	53.77812080326163
40	2020-11-01 07:00:00	0.0020672	0.0021482	0.0015018	0.0015982	25099296.88	-22.65027586874455	0.002289585	0.0038965209550005982	0.0006826490449994016	52.580773472731934
41	2020-12-01 07:00:00	0.0015985	0.0016392	0.0011604	0.0012917	21455964.49	-19.177825053184826	0.002147095	0.0035409226528285245	0.0007532673471714753	49.63385950203759
42	2021-01-01 07:00:00	0.0012916	0.00138	0.00102	0.0013397	30449182.43	3.7160331346287823	0.002021775	0.0031730891322213637	0.0008704608677786365	47.470834188314164
43	2021-02-01 07:00:00	0.0013401	0.00653	0.0013123	0.0046568	67126433.16	247.60020900201533	0.00210648	0.002974242208272095	0.0012387177917279049	42.6140021235946
44	2021-03-01 07:00:00	0.0046571	0.0055176	0.004328	0.0051487	22753576.13	10.56304758632538	0.002226235	0.003650435462863656	0.000802034537136344	72.11649771123388
45	2021-04-01 07:00:00	0.0051493	0.011435	0.0051059	0.010791	29213714.53	109.5868860100608	0.002656045	0.004788109411365315	0.0005239805886346855	72.61051970649183
46	2021-05-01 07:00:00	0.010794	0.012352	0.006783	0.009485	19950810.74	-12.102678157724023	0.0030347349999999998	0.007397856452198136	-0.001328386452198137	77.29125792133956
47	2021-06-01 07:00:00	0.009489	0.011258	0.007816	0.008666	7414287.37	-8.634686346863473	0.00335919	0.00864818444121072	-0.0019298044412107197	77.5061342969528
48	2021-07-01 07:00:00	0.008668	0.010125	0.007632	0.008019	4809645.52	-7.465958919916915	0.003655975	0.009485121274992863	-0.002173171274992862	80.76291453513305
49	2021-08-01 07:00:00	0.008017	0.010538	0.007624	0.009848	5502592.769	22.808330215737627	0.004053039999999999	0.010227961907573534	-0.0021218819075735354	80.84157285331491
50	2021-09-01 07:00:00	0.009848	0.01048	0.007756	0.008843	5936542.065	-10.20511779041431	0.0043975	0.011085489667582047	-0.0022904896675820467	78.15125151590111
51	2021-10-01 07:00:00	0.008844	0.009104	0.006907	0.008561	6546511.939	-3.1889630215990117	0.00471278	0.011644667532844138	-0.002219107532844139	80.85755699341613
52	2021-11-01 07:00:00	0.008561	0.011301	0.008439	0.010933	6122451.685	27.707043569676458	0.0051616	0.012285192030045397	-0.0019619920300453985	84.25652232892863
53	2021-12-01 07:00:00	0.01093	0.012175	0.010621	0.011069	3599194.863	1.2439403640355007	0.005616785000000001	0.013131294849820722	-0.0018977248498207198	83.97526677500386
54	2022-01-01 07:00:00	0.011067	0.011648	0.009719	0.00973	4395586.008	-12.096847050320713	0.00601286	0.013796150342752155	-0.0017704303427521547	83.53393046199226
55	2022-02-01 07:00:00	0.009731	0.010361	0.008966	0.009164	3255635.041	-5.81706063720453	0.006386815	0.014155720284509794	-0.001382090284509795	85.3109385528935
56	2022-03-01 07:00:00	0.009165	0.010174	0.009067	0.009424	3118546.116	2.8371890004364797	0.006766920000000001	0.01437833555886185	-0.0008444955588618481	87.67209964076973
57	2022-04-01 07:00:00	0.009424	0.010506	0.009337	0.010021	2447872.472	6.334889643463493	0.007168595	0.014581507344572529	-0.00024431734457252934	87.64961520786765
58	2022-05-01 07:00:00	0.01002	0.011214	0.008126	0.010091	4170603.54	0.698533080530872	0.007537315	0.0147196044376229	0.0003550255623770999	75.26469955974756
59	2022-06-01 07:00:00	0.010092	0.01135	0.0091	0.011236	2879582.588	11.346744623922312	0.007995805	0.014992290779642295	0.0009993192203577046	74.20717035190327
