	Date	Open	High	Low	Close	Volume	ROC	MA	UpperBand	LowerBand	RSI
0	2021-10-20 01:00:00	0.00762	0.00765	0.007497	0.007593	41151.711					
1	2021-10-20 07:00:00	0.007592	0.007634	0.00753	0.007611	29518.069	0.2370604504148499				
2	2021-10-20 13:00:00	0.007615	0.007631	0.007556	0.00762	27218.732	0.11824990145841152				
3	2021-10-20 19:00:00	0.007619	0.007649	0.007435	0.007539	94975.685	-1.0629921259842523				
4	2021-10-21 01:00:00	0.007539	0.007646	0.007524	0.007594	45018.661	0.7295397267542247				
5	2021-10-21 07:00:00	0.007593	0.007734	0.007566	0.007666	52743.887	0.9481169344219165				
6	2021-10-21 13:00:00	0.007665	0.007671	0.007457	0.007533	90490.778	-1.7349334724758747				
7	2021-10-21 19:00:00	0.007532	0.007581	0.007422	0.007526	92640.691	-0.09292446568431867				
8	2021-10-22 01:00:00	0.007527	0.007614	0.0075	0.007571	31084.482	0.597927185756042				
9	2021-10-22 07:00:00	0.007571	0.007625	0.007555	0.007611	29527.057	0.5283317923655995				
10	2021-10-22 13:00:00	0.007611	0.007843	0.007599	0.007773	65888.605	2.128498226251496				
11	2021-10-22 19:00:00	0.007774	0.007942	0.00774	0.007908	53539.192	1.7367811655731424				
12	2021-10-23 01:00:00	0.00791	0.008	0.007843	0.007896	41543.423	-0.15174506828528056				
13	2021-10-23 07:00:00	0.007896	0.007905	0.007831	0.007877	22722.933	-0.24062816616008398				
14	2021-10-23 13:00:00	0.007876	0.007923	0.007803	0.007818	35023.84	-0.7490161228894232				
15	2021-10-23 19:00:00	0.007818	0.007897	0.007799	0.007855	20829.313	0.4732668201586021				56.645469982739485
16	2021-10-24 01:00:00	0.007856	0.00793	0.007853	0.00792	24423.343	0.8274984086569237				57.45583565822244
17	2021-10-24 07:00:00	0.007921	0.007944	0.007897	0.007927	17815.154	0.08838383838383201				59.71671930562695
18	2021-10-24 13:00:00	0.007927	0.007938	0.007841	0.007876	21640.249	-0.6433707581682935				60.12348409679256
19	2021-10-24 19:00:00	0.007874	0.007903	0.007839	0.007856	24232.583	-0.2539360081259434	0.007728499999999999			60.341088202149585
20	2021-10-25 01:00:00	0.007856	0.007863	0.007764	0.007817	28903.062	-0.49643584521386064	0.0077397	0.008045641790129052	0.007433758209870949	62.26736666456895
21	2021-10-25 07:00:00	0.007817	0.007834	0.00773	0.007789	22467.256	-0.3581936804400554	0.0077486	0.008049699878515594	0.007447500121484406	70.82771502927413
22	2021-10-25 13:00:00	0.007791	0.007796	0.007669	0.007714	21737.939	-0.9628963923481781	0.007753299999999999	0.008048446921486837	0.007458153078513161	68.80179462419585
23	2021-10-25 19:00:00	0.007713	0.007733	0.007648	0.007694	26682.299	-0.25926886180970277	0.00776105	0.008050789429215468	0.007471310570784532	66.6606231533841
24	2021-10-26 01:00:00	0.007695	0.007731	0.007673	0.007689	29665.953	-0.06498570314531493	0.007765800000000001	0.008038948581121011	0.00749265141887899	69.6798733873461
25	2021-10-26 07:00:00	0.00769	0.00777	0.00768	0.007764	17736.335	0.9754194303550623	0.0077707	0.00803478188522741	0.0075066181147725895	65.14905134621839
26	2021-10-26 13:00:00	0.007763	0.007795	0.007716	0.007752	21129.276	-0.1545595054095794	0.007781649999999999	0.008042314030587468	0.007520985969412529	58.575912395005695
27	2021-10-26 19:00:00	0.007751	0.007802	0.007707	0.00775	25430.447	-0.025799793601655185	0.007792850000000001	0.008028737283519728	0.007556962716480275	58.55958124878404
28	2021-10-27 01:00:00	0.007751	0.007978	0.007742	0.007927	42136.123	2.283870967741941	0.00781065	0.00801649478056101	0.00760480521943899	59.832901830843824
29	2021-10-27 07:00:00	0.007926	0.007967	0.007886	0.00795	30286.37	0.2901475968209999	0.0078276	0.008012912595078525	0.007642287404921477	72.21414302101519
30	2021-10-27 13:00:00	0.00795	0.007974	0.007512	0.007706	99981.015	-3.0691823899371085	0.007824250000000001	0.007990578305658292	0.007657921694341711	71.40055099026601
31	2021-10-27 19:00:00	0.007705	0.00776	0.007682	0.007696	34813.053	-0.12976901116014128	0.007813650000000002	0.007988375619487422	0.007638924380512581	59.12010716488427
32	2021-10-28 01:00:00	0.007693	0.00775	0.00765	0.00768	31570.604	-0.20790020790020236	0.00780285	0.007981903270520844	0.007623796729479156	66.97166340191184
33	2021-10-28 07:00:00	0.007682	0.007767	0.007677	0.007754	25818.188	0.9635416666666563	0.007796699999999999	0.007979920890557933	0.007613479109442066	68.50681991565169
34	2021-10-28 13:00:00	0.007755	0.007998	0.007696	0.007846	79772.564	1.1864843951508997	0.0077981000000000005	0.007978667176594081	0.00761753282340592	66.32271455297713
35	2021-10-28 19:00:00	0.007846	0.008	0.007809	0.007996	57661.249	1.9118021921998407	0.007805150000000001	0.007987395554418382	0.00762290444558162	66.22325236230097
