	Date	Open	High	Low	Close	Volume	ROC	MA	UpperBand	LowerBand	RSI
0	2019-09-30 07:00:00	0.0018894	0.001915	0.001885	0.0019112	828629.19					
1	2019-10-01 07:00:00	0.0019112	0.0019204	0.0018949	0.0019115	793368.46	0.015696944328169593				
2	2019-10-02 07:00:00	0.001912	0.001912	0.0018913	0.0018989	762067.02	-0.6591681925189663				
3	2019-10-03 07:00:00	0.0018989	0.001911	0.0018873	0.0019023	700678.9	0.1790510295434089				
4	2019-10-04 07:00:00	0.0019016	0.0019371	0.0018919	0.0019181	685804.89	0.8305735162697836				
5	2019-10-05 07:00:00	0.0019188	0.0019339	0.0019101	0.0019298	663958.25	0.6099786246806627				
6	2019-10-06 07:00:00	0.0019297	0.001935	0.001906	0.0019164	636330.71	-0.6943724738314838				
7	2019-10-07 07:00:00	0.0019163	0.0019647	0.0019089	0.0019549	871285.19	2.008975161761639				
8	2019-10-08 07:00:00	0.0019548	0.0019658	0.0019328	0.0019581	714402.21	0.1636912374034516				
9	2019-10-09 07:00:00	0.0019579	0.0021614	0.001952	0.0020689	2008282.4	5.658546550227261				
10	2019-10-10 07:00:00	0.0020688	0.0020967	0.002015	0.0020487	1301973.65	-0.9763642515346227				
11	2019-10-11 07:00:00	0.0020487	0.0020514	0.0019876	0.0020052	1015325.06	-2.1232977009811194				
12	2019-10-12 07:00:00	0.0020052	0.0020998	0.0019975	0.0020701	1196326.87	3.2365848793137975				
13	2019-10-13 07:00:00	0.0020701	0.0022291	0.002065	0.0022066	1709349.18	6.593884353412882				
14	2019-10-14 07:00:00	0.0022066	0.00225	0.0021507	0.0022106	1330864.08	0.1812743587419563				
15	2019-10-15 07:00:00	0.0022114	0.0023048	0.0021832	0.0022754	1685060.02	2.9313308603998944				63.631012306184374
16	2019-10-16 07:00:00	0.0022754	0.0022922	0.00218	0.0022201	1352351.36	-2.430341917904544				66.79380585779649
17	2019-10-17 07:00:00	0.0022198	0.0023303	0.0022071	0.002297	1434855.06	3.4638079365794328				59.00142281398099
18	2019-10-18 07:00:00	0.0022969	0.0023194	0.002257	0.002292	1098506.23	-0.2176752285589778				62.26698304416633
19	2019-10-19 07:00:00	0.002292	0.0023017	0.0022611	0.00229	1399306.49	-0.08726003490402423	0.00206429			68.18195853151502
20	2019-10-20 07:00:00	0.00229	0.0023002	0.002216	0.0022485	1214971.74	-1.812227074235806	0.002081155	0.0023929852313084713	0.0017693247686915285	73.57397402943515
21	2019-10-21 07:00:00	0.0022488	0.0022488	0.0021893	0.0022271	964710.76	-0.9517456081832298	0.0020969350000000003	0.0024101461302384755	0.0017837238697615248	70.38936005024914
22	2019-10-22 07:00:00	0.0022282	0.00228	0.00221	0.0022732	1243944.21	2.069956445601906	0.00211565	0.002425333223548465	0.0018059667764515352	72.10684153166993
23	2019-10-23 07:00:00	0.0022733	0.0022741	0.0022011	0.002235	1009279.3	-1.6804504663030073	0.002132285	0.0024362650805454544	0.0018283049194545453	73.73118547921625
24	2019-10-24 07:00:00	0.002235	0.002294	0.0022175	0.0022842	1301423.58	2.201342281879204	0.00215059	0.0024419668426300424	0.0018592131573699573	70.55901793450828
25	2019-10-25 07:00:00	0.0022835	0.0023548	0.0021379	0.0021512	1902775.18	-5.822607477453823	0.00216166	0.002440578262314664	0.0018827417376853363	68.97053986616913
26	2019-10-26 07:00:00	0.0021506	0.0021517	0.0018815	0.0020529	1462273.81	-4.569542580885089	0.002168485	0.0024267423585847226	0.0019102276414152775	61.39513343441434
27	2019-10-27 07:00:00	0.0020513	0.0021007	0.001956	0.002026	1381138.64	-1.3103414681669756	0.00217204	0.0024090724898893777	0.0019350075101106225	56.960550397251744
28	2019-10-28 07:00:00	0.0020259	0.0021888	0.00198	0.002165	1601538.07	6.860809476801566	0.002182385	0.0024086564664431106	0.001956113533556889	50.83796123934679
29	2019-10-29 07:00:00	0.0021637	0.0022441	0.0021472	0.0022059	1306850.03	1.8891454965358045	0.002189235	0.0023913975794411907	0.001987072420558809	62.55853875009343
30	2019-10-30 07:00:00	0.0022037	0.0022133	0.0021176	0.0021896	1027211.55	-0.7389274219139486	0.0021962799999999997	0.00239144307135586	0.0020011169286441393	61.11198825625636
31	2019-10-31 07:00:00	0.0021901	0.0022068	0.0021351	0.0021769	1078175.87	-0.5800146145414686	0.002204865	0.002388775605572667	0.0020209543944273325	63.317646099589176
32	2019-11-01 07:00:00	0.002177	0.0021987	0.0021524	0.0021643	853560.67	-0.5788047223115322	0.002209575	0.002369850675338659	0.0020492993246613413	64.68719094985101
33	2019-11-02 07:00:00	0.0021644	0.0021977	0.002158	0.0021731	995118.73	0.4065979762509775	0.0022078999999999996	0.0023563460206695737	0.0020594539793304255	64.22629666478582
34	2019-11-03 07:00:00	0.002173	0.0021995	0.0021681	0.0021933	900435.66	0.9295476508214051	0.002207035	0.0023563466588672304	0.0020577233411327696	57.255124256959974
35	2019-11-04 07:00:00	0.002193	0.0022719	0.0021693	0.0021955	1132446.65	0.10030547576711513	0.00220304	0.00235270032135965	0.00205337967864035	54.114081444067075
36	2019-11-05 07:00:00	0.0021955	0.00223	0.0021875	0.0022195	1209892.31	1.0931450694602773	0.00220301	0.0023489821718252093	0.0020570378281747907	48.616293872112976
37	2019-11-06 07:00:00	0.0022206	0.002227	0.0022011	0.0022149	960122.66	-0.2072538860103612	0.002198905	0.0023451054957151943	0.002052704504284806	46.8711816463146
38	2019-11-07 07:00:00	0.0022149	0.00223	0.002175	0.0022173	805111.88	0.10835703643505834	0.00219517	0.0023346740040926955	0.002055665995907305	49.40157921291392
39	2019-11-08 07:00:00	0.002217	0.0022466	0.0022	0.0022367	830339.97	0.8749379876426211	0.002192505	0.002325247113652157	0.002059762886347843	45.19836169444167
40	2019-11-09 07:00:00	0.0022368	0.0022535	0.0022235	0.0022388	781088.73	0.09388831761076855	0.0021920200000000003	0.002318635750246667	0.0020654042497533333	53.52767014982628
41	2019-11-10 07:00:00	0.0022371	0.0023197	0.0022368	0.002261	1100388.55	0.9916026442737147	0.0021937149999999997	0.0023195433647212383	0.002067886635278761	66.77745661562503
42	2019-11-11 07:00:00	0.0022601	0.002316	0.0022512	0.0023017	1213446.01	1.8000884564352004	0.0021951400000000004	0.002323824860271743	0.0020664551397282576	71.7234581178175
43	2019-11-12 07:00:00	0.0023026	0.00238	0.0022914	0.0023782	1398164.95	3.3236303601685835	0.0022023	0.002336028712029439	0.002068571287970561	61.162687148154845
44	2019-11-13 07:00:00	0.0023779	0.0024778	0.0023565	0.0024365	1480968.38	2.451433857539298	0.0022099150000000002	0.0023661720651876345	0.002053657934812366	64.88060606575002
45	2019-11-14 07:00:00	0.0024363	0.002469	0.002406	0.0024655	1032749.42	1.1902318900061548	0.00222563	0.0024129878113495254	0.002038272188650475	70.84857325237465
46	2019-11-15 07:00:00	0.0024655	0.0024656	0.0023601	0.0023932	861225.55	-2.932468059217197	0.002242645	0.0024600589909796154	0.002025231009020385	73.91415502485859
